location,name,func
BlackOps4.exe+12164a18,xpartystopdemo,BlackOps4.exe+411d370
BlackOps4.exe+11f58820,demo_updatelightmanmarkerparameters,BlackOps4.exe+4117b70
BlackOps4.exe+11f587f0,demo_applynewlightmanmarkerposition,BlackOps4.exe+410c180
BlackOps4.exe+11f587c0,demo_repositionlightmanmarker,BlackOps4.exe+4114ca0
BlackOps4.exe+11f58790,demo_editlightmanmarker,BlackOps4.exe+410c790
BlackOps4.exe+11f58760,demo_switchlightmanmarker,BlackOps4.exe+4117750
BlackOps4.exe+11f58730,demo_removelightmanmarker,BlackOps4.exe+4112af0
BlackOps4.exe+11f58700,demo_addlightmanmarker,BlackOps4.exe+4109f90
BlackOps4.exe+11f586d0,demo_updatedollycammarkerparameters,BlackOps4.exe+4117ac0
BlackOps4.exe+11f586a0,demo_applynewdollycammarkerposition,BlackOps4.exe+410c120
BlackOps4.exe+11f58670,demo_repositiondollycammarker,BlackOps4.exe+4112cc0
BlackOps4.exe+11f58640,demo_editdollycammarker,BlackOps4.exe+410c730
BlackOps4.exe+11f58610,demo_switchdollycammarker,BlackOps4.exe+4117680
BlackOps4.exe+11f585e0,demo_removedollycammarker,BlackOps4.exe+4112730
BlackOps4.exe+11f585b0,demo_adddollycammarker,BlackOps4.exe+4107e50
BlackOps4.exe+11f58580,demo_stopautodollycam,BlackOps4.exe+41174d0
BlackOps4.exe+11f58550,demo_startautodollycam,BlackOps4.exe+41173c0
BlackOps4.exe+11f58520,demo_deactivatefreecameralockon,BlackOps4.exe+410c410
BlackOps4.exe+11f584f0,demo_activatefreecameralockon,BlackOps4.exe+4107e10
BlackOps4.exe+11f584c0,demo_setfreecameraparams,BlackOps4.exe+4117040
BlackOps4.exe+11f58490,demo_getfreecameraparams,BlackOps4.exe+410cc80
BlackOps4.exe+11f58460,demo_updatesavepopupuimodels,BlackOps4.exe+4117cb0
BlackOps4.exe+11f58430,demo_abortfilesharedownload,BlackOps4.exe+4107dd0
BlackOps4.exe+11f58400,demo_clearrenderflag,BlackOps4.exe+410c350
BlackOps4.exe+11f583d0,demo_setlagflag,BlackOps4.exe+41172f0
BlackOps4.exe+11f583a0,demo_switchcontrols,BlackOps4.exe+41175c0
BlackOps4.exe+11f58370,demo_cancelhighlightreelcreation,BlackOps4.exe+410c280
BlackOps4.exe+11f58340,demo_rebuildhighlightreeltimeline,BlackOps4.exe+410e4a0
BlackOps4.exe+11f58310,demo_regeneratehighlightreel,BlackOps4.exe+410e4f0
BlackOps4.exe+11f582e0,demo_capturesegmentthumbnail,BlackOps4.exe+410c300
BlackOps4.exe+11f582b0,demo_savescreenshot,BlackOps4.exe+4116db0
BlackOps4.exe+11f58280,demo_screenshot,BlackOps4.exe+4116f90
BlackOps4.exe+11f58250,demo_keyboard,BlackOps4.exe+410d3b0
BlackOps4.exe+11f58220,demo_switchtransition,BlackOps4.exe+4117900
BlackOps4.exe+11f581f0,demo_mergesegments,BlackOps4.exe+410d730
BlackOps4.exe+11f581c0,demo_cancelpreview,BlackOps4.exe+410c2c0
BlackOps4.exe+11f58190,demo_previewsegment,BlackOps4.exe+410e3c0
BlackOps4.exe+11f58160,demo_deletesegment,BlackOps4.exe+410c510
BlackOps4.exe+11f58130,demo_movesegment,BlackOps4.exe+410dd40
BlackOps4.exe+11f58100,demo_savesegment,BlackOps4.exe+4116e20
BlackOps4.exe+11f580d0,demo_saveanduploadclip,BlackOps4.exe+4116d80
BlackOps4.exe+11f580a0,demo_deleteclip,BlackOps4.exe+410c4c0
BlackOps4.exe+11f58070,demo_previewclip,BlackOps4.exe+410e390
BlackOps4.exe+11f58040,demo_pausecliprecord,BlackOps4.exe+410df80
BlackOps4.exe+11f58010,demo_startcliprecord,BlackOps4.exe+4117490
BlackOps4.exe+11f57fe0,demo_switchplayer,BlackOps4.exe+4117820
BlackOps4.exe+11f57fb0,demo_switchcamera,BlackOps4.exe+4117590
BlackOps4.exe+11f57f80,demo_toggledemohud,BlackOps4.exe+4117a60
BlackOps4.exe+11f57f50,demo_hidegamehud,BlackOps4.exe+410cd30
BlackOps4.exe+11f57f20,demo_togglegamehud,BlackOps4.exe+4117a90
BlackOps4.exe+11f57ef0,demo_timescale,BlackOps4.exe+41179d0
BlackOps4.exe+11f57ec0,demo_jumptostart,BlackOps4.exe+410d330
BlackOps4.exe+11f57e90,demo_back,BlackOps4.exe+410c1e0
BlackOps4.exe+11f57e60,demo_forward,BlackOps4.exe+410c9d0
BlackOps4.exe+11f57e30,demo_stop,BlackOps4.exe+4117550
BlackOps4.exe+11f57e00,demo_pause,BlackOps4.exe+410dfc0
BlackOps4.exe+11f57dd0,demo_play,BlackOps4.exe+410dfd0
BlackOps4.exe+8b23940,clearkeystates,BlackOps4.exe+3cd13a0
BlackOps4.exe+8b23910,shoutcastsetlisteninteam,BlackOps4.exe+286de80
BlackOps4.exe+8b238e0,shoutcastsetlistenin,BlackOps4.exe+286df00
BlackOps4.exe+8b238b0,shoutcastresetlistenin,BlackOps4.exe+286dad0
BlackOps4.exe+8b23880,shoutcastremovelistenin,BlackOps4.exe+286da10
BlackOps4.exe+8b23850,shoutcastaddlistenin,BlackOps4.exe+2854320
BlackOps4.exe+8b23820,sendinstantmessage,BlackOps4.exe+2ed22c0
BlackOps4.exe+8b237c0,snd_restart,BlackOps4.exe+3cde870
BlackOps4.exe+8b23760,vid_restart,BlackOps4.exe+3cde870
BlackOps4.exe+8b23700,reconnect,BlackOps4.exe+3cde870
BlackOps4.exe+8b236a0,disconnect,BlackOps4.exe+3cde870
BlackOps4.exe+8b23670,xshowgamercard,BlackOps4.exe+27e7c60
BlackOps4.exe+8b23640,allscenescaptured,BlackOps4.exe+27ebf20
BlackOps4.exe+8b23610,stopgfxcapture,BlackOps4.exe+28054d0
BlackOps4.exe+8b235e0,capturegfxframe,BlackOps4.exe+27ff470
BlackOps4.exe+8b235b0,startgfxcapture,BlackOps4.exe+2805270
BlackOps4.exe+8b23580,setupviewport,BlackOps4.exe+286e270
BlackOps4.exe+8b23550,setclientprimary,BlackOps4.exe+28560b0
BlackOps4.exe+8b23520,setclientnotbeingused,BlackOps4.exe+2856080
BlackOps4.exe+8b234f0,setclientbeingusedandactive,BlackOps4.exe+2855fe0
BlackOps4.exe+8b234c0,setclientbeingused,BlackOps4.exe+2855fc0
BlackOps4.exe+8b23490,setclientbeingusedandprimaryandactive,BlackOps4.exe+2856040
BlackOps4.exe+8b23460,setclientbeingusedandprimary,BlackOps4.exe+2856010
BlackOps4.exe+8b23430,disableallclients,BlackOps4.exe+2855f10
BlackOps4.exe+8b23400,disableallbutprimaryclients,BlackOps4.exe+2855ed0
BlackOps4.exe+8b233d0,selectstringtableentryindvar,BlackOps4.exe+3cdd320
BlackOps4.exe+8b233a0,togglemenu,BlackOps4.exe+28704b0
BlackOps4.exe+8b23370,showip,BlackOps4.exe+28701d0
BlackOps4.exe+8b23340,logo,BlackOps4.exe+286b6b0
BlackOps4.exe+8b23310,clientinfo,BlackOps4.exe+2855e30
BlackOps4.exe+8b232e0,configstrings,BlackOps4.exe+28560d0
BlackOps4.exe+8b23280,setenv,BlackOps4.exe+286df70
BlackOps4.exe+8b23250,refreshlastinput,BlackOps4.exe+286bc00
BlackOps4.exe+8b23220,selectbindings,BlackOps4.exe+285c060
BlackOps4.exe+8b231f0,defaultbindings,BlackOps4.exe+285c050
BlackOps4.exe+8b231c0,execcontrollerbindings,BlackOps4.exe+285c030
BlackOps4.exe+8b23190,xsignin,BlackOps4.exe+2870310
BlackOps4.exe+8b23160,xsigninguest,BlackOps4.exe+28702c0
BlackOps4.exe+8b23130,xsigninlive,BlackOps4.exe+28702e0
BlackOps4.exe+8882770,joinplayersessionbyxuid,BlackOps4.exe+27e7be0
BlackOps4.exe+8882740,join,BlackOps4.exe+27e7b50
BlackOps4.exe+8882710,ugcload,BlackOps4.exe+27e7ce0
BlackOps4.exe+8b23a30,ui_keyboard_cancel,BlackOps4.exe+3ccccf0
BlackOps4.exe+8b23a00,ui_keyboard_complete,BlackOps4.exe+3cccee0
BlackOps4.exe+8b239d0,chooseclass_hotkey,BlackOps4.exe+286b510
BlackOps4.exe+8b239a0,ui_browser_new,BlackOps4.exe+3ccaef0
BlackOps4.exe+8b23970,ui_keyboard_new,BlackOps4.exe+3cccf20
BlackOps4.exe+f9515c8,hash_452cdc22a41338c4,BlackOps4.exe+3cc6700
BlackOps4.exe+f951598,emblemsetposition,BlackOps4.exe+3cc6eb0
BlackOps4.exe+f951568,emblemrepeatbttnsloosefocus,BlackOps4.exe+3cc61d0
BlackOps4.exe+f951538,emblemrotaterightrepeatenabled,BlackOps4.exe+3cc64b0
BlackOps4.exe+f951508,emblemrotateleftrepeatenabled,BlackOps4.exe+3cc6440
BlackOps4.exe+f9514d8,emblemscaledownrepeatenabled,BlackOps4.exe+3cc6570
BlackOps4.exe+f9514a8,emblemscaleuprepeatenabled,BlackOps4.exe+3cc6660
BlackOps4.exe+f951478,emblemmoverightrepeatenabled,BlackOps4.exe+3cc5f00
BlackOps4.exe+f951448,emblemmoveleftrepeatenabled,BlackOps4.exe+3cc5e80
BlackOps4.exe+f951418,emblemmovedownrepeatenabled,BlackOps4.exe+3cc5a80
BlackOps4.exe+f9513e8,emblemmoveuprepeatenabled,BlackOps4.exe+3cc5f10
BlackOps4.exe+8a3e4e0,clear,BlackOps4.exe+282bba0
BlackOps4.exe+8a4fbe8,savebinds,BlackOps4.exe+2840ce0
BlackOps4.exe+8a4fb88,updatemusthavebindings,BlackOps4.exe+2841400
BlackOps4.exe+8a4fb58,bindlist,BlackOps4.exe+283e1d0
BlackOps4.exe+a82c7f0,testpreload,BlackOps4.exe+2eba2b0
BlackOps4.exe+a82c7c0,listallassets,BlackOps4.exe+2eb8950
BlackOps4.exe+a82c790,dumpimages,BlackOps4.exe+2eb6cf0
BlackOps4.exe+a82c760,dumpmodels,BlackOps4.exe+2eb6e30
BlackOps4.exe+a82c730,dumpmateriallist,BlackOps4.exe+2eb6d90
BlackOps4.exe+a82c700,listassetpool,BlackOps4.exe+2eb89b0
BlackOps4.exe+a82c6d0,listdefaultassets,BlackOps4.exe+2eb8ae0
BlackOps4.exe+a82c6a0,loadzone,BlackOps4.exe+2eb93b0
BlackOps4.exe+ed418e0,luiprintelementtree,BlackOps4.exe+399dda0
BlackOps4.exe+ed418b0,luidebugrestart,BlackOps4.exe+399dd90
BlackOps4.exe+ed41880,luidebugreload,BlackOps4.exe+399dd80
BlackOps4.exe+ed41850,runluapostdeploymentfunction,BlackOps4.exe+39b19d0
BlackOps4.exe+ed41820,luicollectgarbage,BlackOps4.exe+39a4320
BlackOps4.exe+ed417f0,luirefcountreport,BlackOps4.exe+39af1b0
BlackOps4.exe+ed417c0,luimemoryreport,BlackOps4.exe+39accf0
BlackOps4.exe+fc606e8,hash_276aa26b1d6dce95,BlackOps4.exe+3d34140
BlackOps4.exe+91534c8,touchfile,BlackOps4.exe+28b7c10
BlackOps4.exe+9153498,fullpath,BlackOps4.exe+28953d0
BlackOps4.exe+9153468,path,BlackOps4.exe+2895590
BlackOps4.exe+103895b8,snd_playlocal,BlackOps4.exe+4086930
BlackOps4.exe+956e650,dumpqos,BlackOps4.exe+2dd0e00
BlackOps4.exe+a837460,fakewhitelist,BlackOps4.exe+2ed1d00
BlackOps4.exe+e01b0a0,hash_6dc4db9bd585c404,BlackOps4.exe+38c25b0
BlackOps4.exe+d4bd8e8,answertotp,BlackOps4.exe+37d7470
BlackOps4.exe+d4bea60,hash_614e39e41a1d9246,BlackOps4.exe+37d8160
BlackOps4.exe+a8380d0,dwtesthash,BlackOps4.exe+2edfb50
BlackOps4.exe+a8380a0,dwprintaddrs,BlackOps4.exe+2ed50c0
BlackOps4.exe+d4beb28,fakedwdisconnect,BlackOps4.exe+37da330
BlackOps4.exe+fb46758,csv_stop,BlackOps4.exe+3d0d2a0
BlackOps4.exe+fb46728,csv_start,BlackOps4.exe+3d0d290
BlackOps4.exe+fb466f8,csvdumpassets,BlackOps4.exe+3d0d270
BlackOps4.exe+fb466c8,csvdumpstats,BlackOps4.exe+3d0d280
BlackOps4.exe+f9f90d8,if_mp,BlackOps4.exe+3cdf8d0
BlackOps4.exe+f9f90a8,spawndebug_user_badspawn,BlackOps4.exe+3cdf7b0
BlackOps4.exe+f9f9078,vote,BlackOps4.exe+3cdf7b0
BlackOps4.exe+f9f9048,callvote,BlackOps4.exe+3cdf7b0
BlackOps4.exe+f9f9018,where,BlackOps4.exe+3cdf7b0
BlackOps4.exe+f9f8fe8,tcc,BlackOps4.exe+3cdf7b0
BlackOps4.exe+f9f8fb8,loadside,BlackOps4.exe+3cdf7b0
BlackOps4.exe+f9f8f88,setcca,BlackOps4.exe+3cdf7b0
BlackOps4.exe+f9f8f58,mrp,BlackOps4.exe+3cdf7b0
BlackOps4.exe+f9f8f28,hash_8a94c07b550305e,BlackOps4.exe+3cdf7b0
BlackOps4.exe+f9f8ef8,followprev,BlackOps4.exe+3cdf7b0
BlackOps4.exe+f9f8ec8,follownext,BlackOps4.exe+3cdf7b0
BlackOps4.exe+f9f8e98,say_team,BlackOps4.exe+3cdf7b0
BlackOps4.exe+f9f8e68,dobjdumpbonecounts,BlackOps4.exe+3cdf060
BlackOps4.exe+f9f8e38,dobjdump,BlackOps4.exe+3cdf050
BlackOps4.exe+f9f8e08,say,BlackOps4.exe+3cdf7b0
BlackOps4.exe+f9f8dd8,wait,BlackOps4.exe+3ce0900
BlackOps4.exe+fc5ec20,gpadmapany,BlackOps4.exe+3d32140
BlackOps4.exe+fc5ebf0,gpadupdate,BlackOps4.exe+3d32880
BlackOps4.exe+8b3e2d0,con_hidelabel,BlackOps4.exe+2876510
BlackOps4.exe+8b3e2a0,con_showlabel,BlackOps4.exe+2876400
BlackOps4.exe+8b3e270,con_labellist,BlackOps4.exe+2876620
BlackOps4.exe+fa202c0,dvaraddconfigflag,BlackOps4.exe+3d06cd0
BlackOps4.exe+fa20290,reset,BlackOps4.exe+3d06f80
BlackOps4.exe+fa20260,setdvartotime,BlackOps4.exe+3d06fe0
BlackOps4.exe+fa20200,togglep,BlackOps4.exe+3d078d0
BlackOps4.exe+fa201d0,toggle,BlackOps4.exe+3d07c00
BlackOps4.exe+f4a8df0,hash_76ce41535785d7a3,BlackOps4.exe+3c3f7c0
BlackOps4.exe+fc66708,dumpdir,BlackOps4.exe+3d88020
